,Country_Name,Country_Code,Year,Region,Income_Group,Indicator_Name,Value
1825,Brazil,BRA,1994,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,976.982177378311
1826,Indonesia,IDN,2000,East Asia & Pacific,Lower middle income,Energy Use Per Capita,735.913424135469
1827,"Iran, Islamic Rep.",IRN,2004,Middle East & North Africa,Lower middle income,Energy Use Per Capita,2256.46266837197
1828,Italy,ITA,2013,Europe & Central Asia,High income,Energy Use Per Capita,2579.47254262663
1829,Mexico,MEX,2001,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,1548.31615441928
1830,Italy,ITA,1991,Europe & Central Asia,High income,Energy Use Per Capita,2645.67323732766
1831,Mexico,MEX,2000,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,1516.6358551927
1832,Ukraine,UKR,1996,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2937.23576025602
1833,Mexico,MEX,1999,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,1537.52262544499
1834,Italy,ITA,1992,Europe & Central Asia,High income,Energy Use Per Capita,2627.34000777188
1835,Italy,ITA,1993,Europe & Central Asia,High income,Energy Use Per Capita,2611.99043754026
1836,Brazil,BRA,1993,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,943.326995223931
1837,South Africa,ZAF,2014,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2695.50577564787
1838,South Africa,ZAF,2008,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2950.15360950393
1839,Italy,ITA,2014,Europe & Central Asia,High income,Energy Use Per Capita,2414.48400158318
1840,Italy,ITA,1994,Europe & Central Asia,High income,Energy Use Per Capita,2578.46597846012
1841,Italy,ITA,1990,Europe & Central Asia,High income,Energy Use Per Capita,2583.88807748482
1842,Mexico,MEX,1998,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,1516.61083431341
1843,"Korea, Rep.",KOR,1995,East Asia & Pacific,High income,Energy Use Per Capita,3210.13203581905
1844,Ukraine,UKR,2003,Europe & Central Asia,Lower middle income,Energy Use Per Capita,3025.13553389062
1845,Brazil,BRA,1992,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,935.746462409658
1846,South Africa,ZAF,2009,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2852.09544788239
1847,Ukraine,UKR,2004,Europe & Central Asia,Lower middle income,Energy Use Per Capita,3031.49788797543
1848,Spain,ESP,2007,Europe & Central Asia,High income,Energy Use Per Capita,3180.03341956317
1849,Indonesia,IDN,1999,East Asia & Pacific,Lower middle income,Energy Use Per Capita,688.373382969353
1850,Ukraine,UKR,1997,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2836.17984923292
1851,Ukraine,UKR,2005,Europe & Central Asia,Lower middle income,Energy Use Per Capita,3033.18232301927
1852,Brazil,BRA,1991,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,942.038038126014
1853,"Iran, Islamic Rep.",IRN,2003,Middle East & North Africa,Lower middle income,Energy Use Per Capita,2094.26888123322
1854,Spain,ESP,2005,Europe & Central Asia,High income,Energy Use Per Capita,3251.39713269293
1855,Spain,ESP,2006,Europe & Central Asia,High income,Energy Use Per Capita,3194.08124621219
1856,South Africa,ZAF,2010,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2768.0945066505
1857,Mexico,MEX,1997,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,1498.00188155695
1858,South Africa,ZAF,2011,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2716.68117298982
1859,Brazil,BRA,1990,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,940.965854933677
1860,Indonesia,IDN,1997,East Asia & Pacific,Lower middle income,Energy Use Per Capita,691.002293566809
1861,South Africa,ZAF,2013,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2602.84559845587
1862,Ukraine,UKR,2007,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2996.21041831262
1863,South Africa,ZAF,2012,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2636.68472563533
1864,Spain,ESP,2008,Europe & Central Asia,High income,Energy Use Per Capita,3026.33840815008
1865,Spain,ESP,2004,Europe & Central Asia,High income,Energy Use Per Capita,3238.50244729409
1866,"Iran, Islamic Rep.",IRN,2002,Middle East & North Africa,Lower middle income,Energy Use Per Capita,2051.78869444825
1867,Ukraine,UKR,2006,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2935.29005625528
1868,Indonesia,IDN,1998,East Asia & Pacific,Lower middle income,Energy Use Per Capita,666.370628496115
1869,South Africa,ZAF,2007,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2775.61525842774
1870,Mexico,MEX,1994,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,1509.93931700642
1871,Ukraine,UKR,1998,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2706.10485696338
1872,Ukraine,UKR,2002,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2813.16144172695
1873,Indonesia,IDN,1996,East Asia & Pacific,Lower middle income,Energy Use Per Capita,678.317823865727
1874,Ukraine,UKR,1999,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2718.95569110601
1875,Mexico,MEX,1996,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,1445.93365253831
1876,Ukraine,UKR,2008,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2910.66159118335
1877,Ukraine,UKR,2001,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2755.63864503189
1878,Ukraine,UKR,2000,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2720.68821489939
1879,"Iran, Islamic Rep.",IRN,2001,Middle East & North Africa,Lower middle income,Energy Use Per Capita,2008.65492391614
1880,Spain,ESP,2003,Europe & Central Asia,High income,Energy Use Per Capita,3157.22726404851
1881,Mexico,MEX,1993,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,1502.2156392115
1882,Ukraine,UKR,2010,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2886.99199343651
1883,"Korea, Rep.",KOR,1994,East Asia & Pacific,High income,Energy Use Per Capita,2958.40772966166
1884,Mexico,MEX,1995,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,1437.64688131966
1885,Mexico,MEX,1992,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,1503.67812230578
1886,Indonesia,IDN,1995,East Asia & Pacific,Lower middle income,Energy Use Per Capita,664.4369293251
1887,Mexico,MEX,1991,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,1518.48927657123
1888,Spain,ESP,2002,Europe & Central Asia,High income,Energy Use Per Capita,3107.86734112195
1889,South Africa,ZAF,2004,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2716.29346093313
1890,Australia,AUS,2011,East Asia & Pacific,High income,Energy Use Per Capita,5745.23218954465
1891,South Africa,ZAF,2005,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2678.55422431572
1892,Spain,ESP,2009,Europe & Central Asia,High income,Energy Use Per Capita,2757.69141158545
1893,Spain,ESP,2010,Europe & Central Asia,High income,Energy Use Per Capita,2742.87718222191
1894,Australia,AUS,2010,East Asia & Pacific,High income,Energy Use Per Capita,5793.11602573559
1895,South Africa,ZAF,2006,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2625.79479121485
1896,Australia,AUS,2009,East Asia & Pacific,High income,Energy Use Per Capita,5862.55194383105
1897,Australia,AUS,2012,East Asia & Pacific,High income,Energy Use Per Capita,5575.28709327857
1898,Australia,AUS,2008,East Asia & Pacific,High income,Energy Use Per Capita,5964.66577565273
1899,Ukraine,UKR,2011,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2768.92497423647
1900,Australia,AUS,2013,East Asia & Pacific,High income,Energy Use Per Capita,5468.39136879598
1901,"Iran, Islamic Rep.",IRN,1999,Middle East & North Africa,Lower middle income,Energy Use Per Capita,1947.83011803467
1902,Spain,ESP,2011,Europe & Central Asia,High income,Energy Use Per Capita,2689.68433721315
1903,Spain,ESP,2012,Europe & Central Asia,High income,Energy Use Per Capita,2683.36793480776
1904,Australia,AUS,2014,East Asia & Pacific,High income,Energy Use Per Capita,5334.68167873774
1905,Spain,ESP,2001,Europe & Central Asia,High income,Energy Use Per Capita,3060.88180946621
1906,"Korea, Rep.",KOR,1993,East Asia & Pacific,High income,Energy Use Per Capita,2814.18823120312
1907,Mexico,MEX,1990,Latin America & Caribbean,Upper middle income,Energy Use Per Capita,1473.3886100394
1908,"Iran, Islamic Rep.",IRN,2000,Middle East & North Africa,Lower middle income,Energy Use Per Capita,1874.67168150408
1909,Ukraine,UKR,2012,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2687.05603989284
1910,Australia,AUS,2007,East Asia & Pacific,High income,Energy Use Per Capita,5868.34709712113
1911,Spain,ESP,2000,Europe & Central Asia,High income,Energy Use Per Capita,3003.76167204662
1912,Indonesia,IDN,1994,East Asia & Pacific,Lower middle income,Energy Use Per Capita,611.795034978233
1913,Indonesia,IDN,1993,East Asia & Pacific,Lower middle income,Energy Use Per Capita,620.802493947326
1914,Australia,AUS,2006,East Asia & Pacific,High income,Energy Use Per Capita,5709.34466781654
1915,South Africa,ZAF,2003,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2518.33279347681
1916,Spain,ESP,2013,Europe & Central Asia,High income,Energy Use Per Capita,2512.10591924568
1917,Spain,ESP,1999,Europe & Central Asia,High income,Energy Use Per Capita,2877.98241384113
1918,Ukraine,UKR,2013,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2553.11382053341
1919,Spain,ESP,2014,Europe & Central Asia,High income,Energy Use Per Capita,2464.6412905848
1920,Ukraine,UKR,2009,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2487.03460776811
1921,Australia,AUS,2005,East Asia & Pacific,High income,Energy Use Per Capita,5564.08716927844
1922,Australia,AUS,2004,East Asia & Pacific,High income,Energy Use Per Capita,5598.0881783042
1923,South Africa,ZAF,2001,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2461.02647738251
1924,"Iran, Islamic Rep.",IRN,1998,Middle East & North Africa,Lower middle income,Energy Use Per Capita,1739.32156644683
1925,"Korea, Rep.",KOR,1992,East Asia & Pacific,High income,Energy Use Per Capita,2534.34102827464
1926,Spain,ESP,1998,Europe & Central Asia,High income,Energy Use Per Capita,2756.21890670951
1927,Australia,AUS,2003,East Asia & Pacific,High income,Energy Use Per Capita,5568.76494063954
1928,South Africa,ZAF,2002,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2384.13708088505
1929,Australia,AUS,2002,East Asia & Pacific,High income,Energy Use Per Capita,5569.64099249926
1930,South Africa,ZAF,1999,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2464.32336049953
1931,"Iran, Islamic Rep.",IRN,1997,Middle East & North Africa,Lower middle income,Energy Use Per Capita,1730.50206340063
1932,South Africa,ZAF,2000,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2424.88129205059
1933,South Africa,ZAF,1997,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2527.94017398936
1934,Australia,AUS,2000,East Asia & Pacific,High income,Energy Use Per Capita,5644.06495066047
1935,South Africa,ZAF,1998,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2471.4770360205
1936,Indonesia,IDN,1992,East Asia & Pacific,Lower middle income,Energy Use Per Capita,574.565228278251
1937,Australia,AUS,1999,East Asia & Pacific,High income,Energy Use Per Capita,5610.34471097961
1938,South Africa,ZAF,1996,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2504.90311464402
1939,Australia,AUS,2001,East Asia & Pacific,High income,Energy Use Per Capita,5446.97321382579
1940,Ukraine,UKR,2014,Europe & Central Asia,Lower middle income,Energy Use Per Capita,2334.3964739474
1941,Spain,ESP,1997,Europe & Central Asia,High income,Energy Use Per Capita,2634.64912802979
1942,Australia,AUS,1998,East Asia & Pacific,High income,Energy Use Per Capita,5553.65346587569
1943,South Africa,ZAF,1995,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2498.89362476051
1944,Poland,POL,1996,Europe & Central Asia,High income,Energy Use Per Capita,2680.10207027325
1945,Indonesia,IDN,1991,East Asia & Pacific,Lower middle income,Energy Use Per Capita,560.588431462948
1946,Poland,POL,1990,Europe & Central Asia,High income,Energy Use Per Capita,2705.60874347842
1947,Poland,POL,1997,Europe & Central Asia,High income,Energy Use Per Capita,2643.12353588621
1948,Australia,AUS,1997,East Asia & Pacific,High income,Energy Use Per Capita,5469.59998919911
1949,"Iran, Islamic Rep.",IRN,1995,Middle East & North Africa,Lower middle income,Energy Use Per Capita,1647.24659209893
1950,Poland,POL,1991,Europe & Central Asia,High income,Energy Use Per Capita,2641.02944834274
1951,Poland,POL,2011,Europe & Central Asia,High income,Energy Use Per Capita,2653.40365662369
1952,Poland,POL,1993,Europe & Central Asia,High income,Energy Use Per Capita,2624.64884280888
1953,Spain,ESP,1995,Europe & Central Asia,High income,Energy Use Per Capita,2537.0726801522
1954,Poland,POL,2010,Europe & Central Asia,High income,Energy Use Per Capita,2640.23891094855
1955,"Korea, Rep.",KOR,1991,East Asia & Pacific,High income,Energy Use Per Capita,2306.64347206365
1956,Poland,POL,1995,Europe & Central Asia,High income,Energy Use Per Capita,2577.52968402797
1957,Spain,ESP,1996,Europe & Central Asia,High income,Energy Use Per Capita,2489.34042171929
1958,Australia,AUS,1996,East Asia & Pacific,High income,Energy Use Per Capita,5393.58063459123
1959,Indonesia,IDN,1990,East Asia & Pacific,Lower middle income,Energy Use Per Capita,543.775068917457
1960,Poland,POL,1992,Europe & Central Asia,High income,Energy Use Per Capita,2569.17533456851
1961,South Africa,ZAF,1994,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2420.08311248718
1962,Poland,POL,2008,Europe & Central Asia,High income,Energy Use Per Capita,2564.77564158133
1963,Poland,POL,2012,Europe & Central Asia,High income,Energy Use Per Capita,2566.57431316009
1964,"Iran, Islamic Rep.",IRN,1996,Middle East & North Africa,Lower middle income,Energy Use Per Capita,1567.16285320156
1965,Poland,POL,2013,Europe & Central Asia,High income,Energy Use Per Capita,2565.67045553603
1966,Poland,POL,2006,Europe & Central Asia,High income,Energy Use Per Capita,2536.97804532817
1967,"Iran, Islamic Rep.",IRN,1994,Middle East & North Africa,Lower middle income,Energy Use Per Capita,1596.02544341526
1968,Poland,POL,2007,Europe & Central Asia,High income,Energy Use Per Capita,2527.40841162879
1969,Spain,ESP,1994,Europe & Central Asia,High income,Energy Use Per Capita,2436.01236214986
1970,Poland,POL,1994,Europe & Central Asia,High income,Energy Use Per Capita,2496.17270757601
1971,Spain,ESP,1992,Europe & Central Asia,High income,Energy Use Per Capita,2430.37452290655
1972,Poland,POL,1998,Europe & Central Asia,High income,Energy Use Per Capita,2459.83453998878
1973,South Africa,ZAF,1991,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2518.1178416622
1974,South Africa,ZAF,1993,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2395.38119452424
1975,Poland,POL,2009,Europe & Central Asia,High income,Energy Use Per Capita,2466.52404094266
1976,Poland,POL,2014,Europe & Central Asia,High income,Energy Use Per Capita,2473.40688342692
1977,Spain,ESP,1991,Europe & Central Asia,High income,Energy Use Per Capita,2397.71417285508
1978,"Korea, Rep.",KOR,1990,East Asia & Pacific,High income,Energy Use Per Capita,2167.33960770932
1979,Australia,AUS,1995,East Asia & Pacific,High income,Energy Use Per Capita,5129.22366091191
1980,Poland,POL,1999,Europe & Central Asia,High income,Energy Use Per Capita,2396.69212354978
1981,Poland,POL,2005,Europe & Central Asia,High income,Energy Use Per Capita,2414.16178954549
1982,Spain,ESP,1993,Europe & Central Asia,High income,Energy Use Per Capita,2318.98298890925
1983,Poland,POL,2004,Europe & Central Asia,High income,Energy Use Per Capita,2383.05567968255
1984,South Africa,ZAF,1990,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2471.59812227587
1985,Australia,AUS,1993,East Asia & Pacific,High income,Energy Use Per Capita,5147.53665025188
1986,Australia,AUS,1994,East Asia & Pacific,High income,Energy Use Per Capita,5089.788966676
1987,Poland,POL,2003,Europe & Central Asia,High income,Energy Use Per Capita,2375.00613146542
1988,Spain,ESP,1990,Europe & Central Asia,High income,Energy Use Per Capita,2317.47677393364
1989,Poland,POL,2001,Europe & Central Asia,High income,Energy Use Per Capita,2336.44583847825
1990,Poland,POL,2000,Europe & Central Asia,High income,Energy Use Per Capita,2320.37671815161
1991,South Africa,ZAF,1992,Sub-Saharan Africa,Upper middle income,Energy Use Per Capita,2290.66648745284
1992,Poland,POL,2002,Europe & Central Asia,High income,Energy Use Per Capita,2314.20257991789
1993,"Iran, Islamic Rep.",IRN,1993,Middle East & North Africa,Lower middle income,Energy Use Per Capita,1458.48333295688
1994,Australia,AUS,1992,East Asia & Pacific,High income,Energy Use Per Capita,4959.21491854816
1995,Australia,AUS,1990,East Asia & Pacific,High income,Energy Use Per Capita,5061.5084587843
1996,Australia,AUS,1991,East Asia & Pacific,High income,Energy Use Per Capita,4927.78158990974
1997,"Iran, Islamic Rep.",IRN,1992,Middle East & North Africa,Lower middle income,Energy Use Per Capita,1376.35722166867
1998,"Iran, Islamic Rep.",IRN,1991,Middle East & North Africa,Lower middle income,Energy Use Per Capita,1332.4751762014
1999,"Iran, Islamic Rep.",IRN,1990,Middle East & North Africa,Lower middle income,Energy Use Per Capita,1229.97390706333
2000,China,CHN,2014,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,1960.950745087121
2001,China,CHN,2013,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,1953.36572146341
2002,China,CHN,2012,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,1905.5786495100633
2003,China,CHN,2011,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,1854.8527002596497
2004,China,CHN,2010,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,1725.1442754568454
2005,China,CHN,2009,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,1558.5425686943233
2006,United States,USA,2007,North America,High income,per Capita Energy Use from Fossil Fuels,6642.130936320949
2007,United States,USA,2005,North America,High income,per Capita Energy Use from Fossil Fuels,6749.444111597943
2008,United States,USA,2004,North America,High income,per Capita Energy Use from Fossil Fuels,6787.955448811584
2009,United States,USA,2006,North America,High income,per Capita Energy Use from Fossil Fuels,6591.228333092344
2010,United States,USA,2008,North America,High income,per Capita Energy Use from Fossil Fuels,6362.490046908718
2011,United States,USA,2000,North America,High income,per Capita Energy Use from Fossil Fuels,6919.30158975002
2012,United States,USA,2003,North America,High income,per Capita Energy Use from Fossil Fuels,6724.740570951566
2013,United States,USA,2002,North America,High income,per Capita Energy Use from Fossil Fuels,6764.813115657778
2014,United States,USA,2001,North America,High income,per Capita Energy Use from Fossil Fuels,6759.065232211001
2015,United States,USA,2014,North America,High income,per Capita Energy Use from Fossil Fuels,5783.5656787889275
2016,China,CHN,2008,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,1459.1747564460145
2017,United States,USA,2010,North America,High income,per Capita Energy Use from Fossil Fuels,6026.38255705869
2018,United States,USA,1999,North America,High income,per Capita Energy Use from Fossil Fuels,6796.906006307341
2019,United States,USA,2011,North America,High income,per Capita Energy Use from Fossil Fuels,5885.059904700149
2020,United States,USA,2013,North America,High income,per Capita Energy Use from Fossil Fuels,5727.538703282766
2021,United States,USA,2009,North America,High income,per Capita Energy Use from Fossil Fuels,5938.583619342322
2022,United States,USA,2012,North America,High income,per Capita Energy Use from Fossil Fuels,5733.825610692869
2023,United States,USA,1998,North America,High income,per Capita Energy Use from Fossil Fuels,6717.937499546856
2024,China,CHN,2007,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,1424.8975669348965
2025,United States,USA,1997,North America,High income,per Capita Energy Use from Fossil Fuels,6768.316778956714
2026,United States,USA,1996,North America,High income,per Capita Energy Use from Fossil Fuels,6707.809624564762
2027,United States,USA,1995,North America,High income,per Capita Energy Use from Fossil Fuels,6635.629935631178
2028,United States,USA,1994,North America,High income,per Capita Energy Use from Fossil Fuels,6664.917628816616
2029,United States,USA,1993,North America,High income,per Capita Energy Use from Fossil Fuels,6639.261558408582
2030,China,CHN,2006,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,1315.6001861146299
2031,United States,USA,1992,North America,High income,per Capita Energy Use from Fossil Fuels,6569.922608512596
2032,United States,USA,1991,North America,High income,per Capita Energy Use from Fossil Fuels,6539.766330277764
2033,United States,USA,1990,North America,High income,per Capita Energy Use from Fossil Fuels,6631.314798716463
2034,China,CHN,2005,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,1196.8008713527418
2035,China,CHN,2004,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,1075.3317431475778
2036,China,CHN,2003,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,930.8680549518745
2037,China,CHN,2002,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,799.6872297719461
2038,China,CHN,2001,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,744.8826418209692
2039,China,CHN,2000,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,717.7636596192912
2040,China,CHN,1999,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,697.5485549617433
2041,China,CHN,1998,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,686.7414502369284
2042,China,CHN,1996,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,696.3819243562889
2043,China,CHN,1997,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,688.1218494807229
2044,China,CHN,1995,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,679.8396354748085
2045,China,CHN,1994,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,628.8130261319727
2046,China,CHN,1993,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,602.6724771732122
2047,Russian Federation,RUS,1990,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,5549.212845057898
2048,China,CHN,1992,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,567.7227293406696
2049,Russian Federation,RUS,1991,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,5481.910703312042
2050,China,CHN,1990,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,580.6857261151264
2051,China,CHN,1991,East Asia & Pacific,Upper middle income,per Capita Energy Use from Fossil Fuels,551.4007012634908
2052,India,IND,2014,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,468.3703251710329
2053,Russian Federation,RUS,1992,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4958.571975934244
2054,India,IND,2013,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,437.900998631979
2055,India,IND,2012,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,433.9029843745159
2056,Russian Federation,RUS,1993,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4675.186998206238
2057,Russian Federation,RUS,2012,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4695.045780909295
2058,Russian Federation,RUS,2013,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4545.969936866146
2059,India,IND,2011,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,413.1025493320384
2060,Russian Federation,RUS,2011,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4590.348698680621
2061,Russian Federation,RUS,2014,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4554.507618210525
2062,India,IND,2010,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,401.0469023094052
2063,Russian Federation,RUS,2008,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4386.516424983455
2064,Russian Federation,RUS,2010,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4362.665459839166
2065,Russian Federation,RUS,2007,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4264.752892532969
2066,Russian Federation,RUS,2006,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4248.688327674684
2067,India,IND,2009,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,387.4664119184352
2068,Russian Federation,RUS,1994,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4098.020057043858
2069,Russian Federation,RUS,2005,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4118.079452635391
2070,Russian Federation,RUS,2004,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4075.3438205234556
2071,Russian Federation,RUS,2009,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4085.5246570150543
2072,Russian Federation,RUS,2003,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,4056.0195535362773
2073,Russian Federation,RUS,1995,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,3960.4484995924513
2074,Russian Federation,RUS,1996,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,3926.308021775544
2075,Russian Federation,RUS,2001,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,3897.5449689217767
2076,Russian Federation,RUS,2002,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,3891.655553433377
2077,Russian Federation,RUS,2000,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,3849.431067999142
2078,Russian Federation,RUS,1999,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,3777.241789913803
2079,India,IND,2008,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,346.1018367846598
2080,Russian Federation,RUS,1997,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,3747.098321992396
2081,Russian Federation,RUS,1998,Europe & Central Asia,Upper middle income,per Capita Energy Use from Fossil Fuels,3667.5727949003076
2082,India,IND,2007,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,329.30228125261516
2083,India,IND,2006,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,311.40680572792746
2084,Japan,JPN,2004,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3372.9441144011125
2085,Japan,JPN,2005,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3315.8728448107177
2086,Japan,JPN,2006,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3302.014407058055
2087,Japan,JPN,2000,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3294.580812500494
2088,India,IND,2005,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,296.7996057517535
2089,Japan,JPN,2007,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3349.8727041194984
2090,Japan,JPN,2001,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3230.7297029469364
2091,Japan,JPN,1997,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3247.4252441355907
2092,Japan,JPN,2002,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3266.6428184707147
2093,Japan,JPN,1999,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3233.7867662736617
2094,Japan,JPN,2003,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3332.9844814356597
2095,Japan,JPN,1996,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3255.657466383584
2096,Japan,JPN,1998,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3140.718085443038
