,Country_Name,Country_Code,Year,Energy_Intensity,Energy_Imports,Energy_Use_PerCapita,Energy_Use_FF_Perc,Energy_Use_RNEW_Perc,Natural_Resc_Depl,Cooling_Degree_Days,Total_Population,Region,Income_Group,Energy_Use_Net,Energy_Use_FF_Net,Energy_Use_RNEW_Net,Energy_Use_FF_perCapita,Energy_Use_RNEW_perCapita
14118,United Kingdom,GBR,2004,4.2936071041826,-1.70657350781605,3694.47859531017,88.619731855703,1.13709998130798,0.66220422686389,,59987905.0,Europe & Central Asia,High income,221624030999.99994,196402622000.00003,2520086815.074991,3274.037024630215,42.00991541669927
14112,United Kingdom,GBR,1998,5.12296891678055,-22.7557618281908,3787.10845175352,86.7706354103542,1.02970432391514,0.13921548903036,,58487141.0,Europe & Central Asia,High income,221497145999.99982,192194480999.99982,2280765689.7106285,3286.0980672657565,38.99601947906171
6129,"Iran, Islamic Rep.",IRN,2013,7.48354717395952,-34.8309773798122,2889.109213894,98.9588877581303,0.990400016307831,5.24965762164009,,76481963.0,Middle East & North Africa,Lower middle income,220964743999.99997,218664252999.9999,2188434860.6105566,2859.030344187164,28.613738125557223
13982,Ukraine,UKR,1992,20.4151674235211,49.1253089565574,4209.61079876664,90.6826092074305,0.600592000563009,,,52150400.0,Europe & Central Asia,Lower middle income,219532886999.9998,199078149999.99982,1318496957.9270287,3817.3849097993457,25.282585712229025
14111,United Kingdom,GBR,1997,5.24372885145002,-22.3272693597365,3760.71236505254,86.7195189128757,1.02847968902927,0.512211595988716,,58316954.0,Europe & Central Asia,High income,219313290000.00018,190187430000.0001,2255592642.9918633,3261.2716706705924,38.67816283737767
14120,United Kingdom,GBR,2006,4.0120973786369,14.7055545574003,3598.81040619707,88.6059098969806,1.55369997024536,0.854815879307902,,60846820.0,Europe & Central Asia,High income,218976169000.0,194025826999.99997,3402232672.5974293,3188.7587058781373,55.91471621027079
14116,United Kingdom,GBR,2002,4.48998981896257,-18.0173819954726,3685.86948742657,88.5344283793587,0.970000028610229,0.751585223618343,,59370479.0,Europe & Central Asia,High income,218831836999.99994,193741515999.9999,2122668881.508289,3263.2634815023125,35.75293508257343
6067,Indonesia,IDN,2013,3.74705754343888,-112.283750758322,863.821360815284,65.2656868066395,29.7024993896484,3.30808082806623,,251805314.0,East Asia & Pacific,Lower middle income,217514808999.99988,141962534000.00003,64607334815.61984,563.7789439185545,256.57653442381223
6128,"Iran, Islamic Rep.",IRN,2012,7.20044694559893,-37.2026730748397,2869.33253177881,99.3246848920271,0.92960000038147,4.85951662059374,,75539881.0,Middle East & North Africa,Lower middle income,216749038000.00003,215285299000.0001,2014899058.0748327,2849.9554956937263,26.67331522636146
14109,United Kingdom,GBR,1995,5.47548291832077,-19.0341696177955,3728.96315226228,87.7110281414457,1.06022909884603,0.519004389483938,,58019030.0,Europe & Central Asia,High income,216350824999.9998,189763532999.99973,2293814402.2434487,3270.7119198649084,39.53555242553088
14108,United Kingdom,GBR,1994,5.60407068783096,-13.2583321771966,3732.52111417558,87.790038216291,1.02142848392085,0.477808538810468,,57865745.0,Europe & Central Asia,High income,215985115000.0,189613415000.00003,2206133485.6392045,3276.781712565872,38.12503382854924
2016,Canada,CAN,1992,10.5133342521817,-37.5403847825118,7601.68517694524,73.4363630240629,21.9299846278403,1.15290454669149,,28371264.0,North America,High income,215669417000.0001,158379776000.0001,47296269995.052826,5582.401122487885,1667.0483907609057
1533,Brazil,BRA,2005,3.92159460955982,9.57911874942571,1156.90753654218,54.2523211637792,46.2705993652344,2.17797107380289,,186127108.0,Latin America & Caribbean,Upper middle income,215331854000.00027,116822529000.00027,99635339470.0716,627.6491922928296,535.3080512596349
14107,United Kingdom,GBR,1993,5.78463253690252,-4.24104823956673,3713.18581904964,87.7901654311314,0.775204971316571,0.469451441949573,,57718614.0,Europe & Central Asia,High income,214319939000.00003,188151828999.9999,1661418821.6506426,3259.81197330899,28.784801063494744
6866,"Korea, Rep.",KOR,2006,6.92000939279806,79.5194323490174,4412.52711800821,80.5471681682196,0.94870001077652,0.0050441804555864,,48438292.0,East Asia & Pacific,High income,213735277000.00012,172157713000.0001,2027706595.932226,3554.1656382103665,41.86164524406075
14105,United Kingdom,GBR,1991,5.92485084361223,-0.84983071333341,3707.95197072796,90.1991745971751,0.608264131136578,0.438256505095057,,57424897.0,Europe & Central Asia,High income,212928760000.00012,192059984000.00003,1295169271.95389,3344.542072056308,22.554141837710045
14106,United Kingdom,GBR,1992,5.87744270248762,-1.31829260521571,3684.72453526809,89.2127447919554,0.840737795568959,0.410546316464014,,57580402.0,Europe & Central Asia,High income,212167919999.99982,189280824999.9999,1783775893.512511,3287.2438959352858,30.97887183060151
6064,Indonesia,IDN,2010,4.3418454484607,-79.04613071007,877.075612944877,67.1547878248677,34.8112983703613,4.19572475151395,,241834226.0,East Asia & Pacific,Lower middle income,212106901999.9999,142439940000.0,73837166519.34981,588.99826693679,305.3214085559164
6066,Indonesia,IDN,2012,3.85467679444317,-107.211073417706,853.21074500617,65.3447506537263,28.7847995758057,3.70936339461352,,248451714.0,East Asia & Pacific,Lower middle income,211981671999.99988,138518894999.99985,61018499422.6418,557.5284338750822,245.59500290926465
2014,Canada,CAN,1990,10.1697222663224,-30.8357552368878,7630.09230606557,73.6054915608937,22.0207536925352,1.29461587707478,,27691138.0,North America,High income,211285938999.99994,155518053999.99997,46526756214.150154,5616.166948429492,1680.2038332317782
14121,United Kingdom,GBR,2007,3.76939299228527,16.5501828939897,3441.64021918037,89.6197550100188,1.83940005302429,0.80785547908339,,61322463.0,Europe & Central Asia,High income,211049855000.00012,189142363000.00003,3882051144.777689,3084.3895327557216,63.30553201650901
2015,Canada,CAN,1991,10.3650517259704,-36.560282500619,7517.33030357287,72.2903820215833,22.1978405183297,1.00087402367243,,28037420.0,North America,High income,210766547000.00006,152363941999.99997,46785621969.05042,5434.306794277076,1668.6849920231755
6865,"Korea, Rep.",KOR,2005,7.16080966104956,79.5604961369618,4364.21909084115,80.6109199365036,0.873000025749207,0.0052179621371316,,48184561.0,East Asia & Pacific,High income,210287980999.99994,169515075999.99988,1835814128.2774868,3518.0371571715655,38.099633786795046
1532,Brazil,BRA,2004,3.94773867724998,13.1300908924016,1141.49111021248,54.6982242959686,45.3203010559082,1.6420806707197,,184006479.0,Latin America & Caribbean,Upper middle income,210041759999.9994,114889112999.99973,95191557975.12788,624.3753677825645,517.3272076747248
6864,"Korea, Rep.",KOR,2004,7.37233097560174,81.6057407909568,4332.6677414717,82.4851138419253,0.77020001411438,0.0027104040880894,,48082519.0,East Asia & Pacific,High income,208325579000.0001,171837591000.0001,1604523638.8618646,3573.805918945305,33.37020755634422
6127,"Iran, Islamic Rep.",IRN,2011,6.46290312240067,-65.9259087403482,2791.10767649782,99.4171285686722,0.916700005531311,7.54327704837885,,74634959.0,Middle East & North Africa,Lower middle income,208314207000.00006,207100003000.0,1909616347.0915072,2774.8391072339173,25.586084224840366
14122,United Kingdom,GBR,2008,3.72864940901435,19.823124943992,3361.98051693016,90.1786954654442,2.78810000419617,1.18799495919447,,61806995.0,Europe & Central Asia,High income,207793912999.99982,187385839999.9999,5793502097.07238,3031.7901719700153,93.73537893360421
14104,United Kingdom,GBR,1990,5.65787128053369,-1.00799998943292,3597.05162065698,90.6525858303153,0.651133978423517,0.870612866389619,,57247586.0,Europe & Central Asia,High income,205922521999.99985,186674090999.99976,1340831509.9686408,3260.820307776816,23.421625323531387
6124,"Iran, Islamic Rep.",IRN,2008,7.18200345802922,-65.0575903663047,2837.18442861713,99.573039155522,0.702099978923798,8.75349491553282,,72120608.0,Middle East & North Africa,Lower middle income,204619466000.0,203745821000.0,1436633227.6599882,2825.0707620213075,19.91987127535015
6065,Indonesia,IDN,2011,3.93938633264638,-106.708155531383,833.562770291426,65.3021441970397,30.9190006256104,4.96896217939408,,245115988.0,East Asia & Pacific,Lower middle income,204319561999.99994,133425054999.99988,63173566653.024414,544.3343622285457,257.7292781612614
6126,"Iran, Islamic Rep.",IRN,2010,6.57547243934008,-67.5308356767658,2769.46356726239,99.4448998837684,0.897300004959106,6.17791057018379,,73762519.0,Middle East & North Africa,Lower middle income,204282608999.99982,203148635999.99988,1833027860.6875894,2754.0902717815247,24.850396726386055
6125,"Iran, Islamic Rep.",IRN,2009,7.00606272479024,-63.6175349120605,2800.51559391298,99.5555791284382,0.781899988651276,5.19209614512019,,72924833.0,Middle East & North Africa,Lower middle income,204227131999.99988,203319503999.99982,1596851921.9308255,2788.0695181022875,21.8972311109828
14124,United Kingdom,GBR,2010,3.74016795806459,26.5704967868123,3230.61598357655,88.1681056757852,3.66650009155273,0.880172874108512,,62766365.0,Europe & Central Asia,High income,202774021999.99976,178782013999.99973,7434709702.275144,2848.3729143785804,118.45053799555134
6863,"Korea, Rep.",KOR,2003,7.52664322625046,81.2600358038161,4233.4873245883,82.2169950919049,0.845600008964539,0.008994577170447,,47892330.0,East Asia & Pacific,High income,202751571999.99997,166696250000.00003,1714467311.0077436,3480.646065873179,35.798369196231285
6063,Indonesia,IDN,2009,4.38953395143671,-74.3997566461944,845.99724380826,65.5207245811215,38.1792984008789,4.02746579113573,,238620554.0,East Asia & Pacific,Lower middle income,201872331000.00006,132268214000.0,77073439641.29999,554.303524079489,322.99581217676655
1531,Brazil,BRA,2003,3.95521090396004,10.3888647687905,1094.4246817285,54.6413284413391,45.2484016418457,1.53923038578916,,181809244.0,Latin America & Caribbean,Upper middle income,198976523999.9992,108723415999.9995,90033696752.50314,598.0081848863498,495.2096756560032
6862,"Korea, Rep.",KOR,2002,7.59264633207729,82.437516807583,4170.47614661985,83.4311120411506,0.696699976921082,0.0104995153700965,,47644736.0,East Asia & Pacific,High income,198701235000.00003,165778649999.99997,1384351458.3869052,3479.474626535867,29.05570635099972
14123,United Kingdom,GBR,2009,3.66894172656006,19.1199150615843,3145.58566208284,87.3677353696343,3.37779998779297,0.794892803376407,,62276270.0,Europe & Central Asia,High income,195895341999.9997,171149323999.99982,6616952838.162987,2748.226957073695,106.25159210985159
1530,Brazil,BRA,2002,3.93562057715601,14.509877928242,1090.34984848265,57.1539976067783,42.9715003967285,1.55999018927023,,179537523.0,Latin America & Caribbean,Upper middle income,195758711000.0003,111883929000.00021,84120455273.99573,623.1785263072845,468.53968946645057
13983,Ukraine,UKR,1993,21.093058200348,48.4198886444764,3728.58372684901,89.0032714532312,0.893722997148872,,,52179200.0,Europe & Central Asia,Lower middle income,194554515999.99985,173159884000.0,1738778451.4836805,3318.561495768429,33.32321023480009
14126,United Kingdom,GBR,2012,3.46520061199229,39.1808288617536,3042.85987103811,85.1398122284243,4.76910018920898,0.829632179922309,,63700215.0,Europe & Central Asia,High income,193830827999.9999,165027203000.0,9243986384.893328,2590.685180575921,145.11703586704263
8671,Mexico,MEX,2013,4.02340346865891,-12.7259150367856,1616.61364483698,90.5710453808104,9.23209953308105,4.51554412496323,,118827158.0,Latin America & Caribbean,Upper middle income,192097604999.99973,173984808999.99966,17734642094.264854,1464.1838778976744,149.24738075671937
8670,Mexico,MEX,2012,4.0692578367891,-13.9815347067849,1634.6974179034,91.0569958148799,8.96549987792969,5.18603018563226,,117274156.0,Latin America & Caribbean,Upper middle income,191707760000.00052,174563327000.00046,17187558988.781788,1488.5063594062487,146.55879500664912
14127,United Kingdom,GBR,2013,3.35283107405877,42.3239172864284,2987.7005887871,83.5597408024201,6.01760005950928,0.65615050177475,,64128273.0,Europe & Central Asia,High income,191596078999.99988,160097186999.99994,11529485763.92144,2496.51486794288,179.78787240881164
6861,"Korea, Rep.",KOR,2001,7.84323947161692,81.7111863482617,4033.31896845449,83.751215024014,0.692200005054474,0.0085729608256523,,47370164.0,East Asia & Pacific,High income,191058981000.00003,160014218000.0001,1322510276.1390266,3377.9536418746634,27.91863410350504
6123,"Iran, Islamic Rep.",IRN,2007,6.76373933170002,-76.6853418978755,2676.59955616535,98.8962223468227,1.30130004882813,7.42548913884969,,71336476.0,Middle East & North Africa,Lower middle income,190939180000.00012,188831636000.00012,2484691642.572033,2647.055848399354,34.830591331313215
1529,Brazil,BRA,2001,3.9512174689924,20.4791291142512,1076.27549216658,58.9496897692736,41.4361000061035,1.20972036398254,,177196051.0,Latin America & Caribbean,Upper middle income,190711766999.99942,112423994999.99956,79023518497.52686,634.4610636949216,445.9665892753268
6860,"Korea, Rep.",KOR,2000,8.07369328605063,81.6938051685239,4002.67128368549,83.9686000940826,0.700500011444092,0.0063432085557357,,47008111.0,East Asia & Pacific,High income,188158016000.0,157993651999.99997,1318046923.6129766,3360.9870432785515,28.038712800286245
14125,United Kingdom,GBR,2011,3.40085679343243,30.8412319906661,2972.15306452967,85.5631857323452,4.43569993972778,1.01336112746877,,63258810.0,Europe & Central Asia,High income,188014866000.00012,160871509000.00006,8339775297.84127,2543.068846853111,131.8357916919599
8672,Mexico,MEX,2014,3.85311999350743,-10.7936009824051,1561.87334155916,90.2784899713522,9.75899982452393,3.65708380487534,,120355137.0,Latin America & Caribbean,Upper middle income,187979480000.0005,169705036000.00046,18344917123.34104,1410.0356680247098,152.42321666204447
1528,Brazil,BRA,2000,3.94784572124322,21.2336708592902,1072.37954381449,58.2320639159772,42.7639999389648,1.2974043756026,,174790339.0,Latin America & Caribbean,Upper middle income,187441584000.00006,109151103000.00014,80157518867.35468,624.4687413759185,458.59238746229954
6062,Indonesia,IDN,2008,4.24870196211798,-73.6338643639194,793.100056523183,63.8070770740834,41.1221008300781,6.69503743494678,,235469755.0,East Asia & Pacific,Lower middle income,186751076000.00003,119160403000.00009,76795965773.97578,506.05396434034634,326.1394049268697
1527,Brazil,BRA,1999,4.09373895058941,24.2592784651159,1083.40398441088,57.2886743851213,44.0972758704006,0.789238852262197,,172318674.0,Latin America & Caribbean,Upper middle income,186690737999.9995,106952648999.99963,82325529760.34659,620.6677809045793,477.75164379657764
6369,Italy,ITA,2005,3.62671662151195,83.7920833042666,3214.67412061146,89.8014461800991,6.70230007171631,0.082579311636532,,57969484.0,Europe & Central Asia,High income,186353000000.0001,167347689000.00018,12489937252.645502,2886.823850286474,215.45710589118752
6370,Italy,ITA,2006,3.52295333028145,83.7151253356548,3175.79987086883,89.1908787219636,7.51230001449585,0.101809956542644,,58143979.0,Europe & Central Asia,High income,184653640999.99997,164694205000.00003,13871735499.610113,2832.523811278895,238.5756141596383
6371,Italy,ITA,2007,3.46054579597713,83.0854301565539,3149.57655346296,88.1830431207349,8.73159980773926,0.0949668404359108,,58438310.0,Europe & Central Asia,High income,184055931000.00003,162306121000.0001,16071027317.328707,2777.3924502607974,275.0084202867726
6060,Indonesia,IDN,2006,4.71929665046321,-70.8317495454458,802.354528572173,65.1770813902277,40.0653991699219,6.22323086832683,,229318262.0,East Asia & Pacific,Lower middle income,183994546000.00006,119922274999.99998,73718149305.7856,522.9512641256629,321.4665446303862
8669,Mexico,MEX,2011,4.05413062038038,-18.0162706680294,1587.07207096478,90.4646096964222,9.06700038909912,5.43149830336842,,115695468.0,Latin America & Caribbean,Upper middle income,183617045999.99945,166108443999.9995,16648558275.272259,1435.7385545992129,143.89983084966008
6061,Indonesia,IDN,2007,4.41681690926246,-74.0946324572424,788.072648620917,64.5846374090852,40.013801574707,6.30653128187036,,232374239.0,East Asia & Pacific,Lower middle income,183127782000.0,118272414000.0,73276387317.64201,508.9738626319933,315.3378258837117
6368,Italy,ITA,2004,3.59250605048598,84.064837070475,3169.93264162306,90.406242362097,5.93540000915527,0.0608456966931981,,57685327.0,Europe & Central Asia,High income,182858601000.00003,165315589999.99997,10853389420.495201,2865.8169867009674,188.148182301111
8664,Mexico,MEX,2006,4.39962428062103,-42.2193433817532,1698.58532650869,89.1073508492478,9.82489967346191,5.03704419669742,,107560155.0,Latin America & Caribbean,Upper middle income,182700101000.0003,162799220000.00037,17950101626.56361,1513.5643863659395,166.88430419762423
1526,Brazil,BRA,1998,4.0217825990965,26.8935607657237,1075.19908104151,57.3405081357547,43.8615767414815,0.370583583222995,,169785253.0,Latin America & Caribbean,Upper middle income,182552948000.00027,104676788000.00021,80070601380.85693,616.5246165401668,471.59927005472576
6372,Italy,ITA,2008,3.451213100548,81.8823860631965,3087.5663310273,86.8421531044015,10.8232002258301,0.115238636061423,,58826731.0,Europe & Central Asia,High income,181631433999.9999,157732647999.99988,19658333774.86644,2681.30908039068,334.17348611240084
6367,Italy,ITA,2003,3.62419010666377,83.5382570544466,3168.52902114021,90.2161116960919,6.24020004272461,0.064076854323181,,57313203.0,Europe & Central Asia,High income,181598547000.00012,163831148000.00006,11332112607.48128,2858.523680834939,197.72254933093302
8665,Mexico,MEX,2007,4.23519602656183,-36.6383127806088,1662.60258047909,88.9004846971326,9.45740032196045,4.57262263767398,,109170503.0,Latin America & Caribbean,Upper middle income,181507160000.00024,161360745000.00018,17165858734.22129,1478.0617526329452,157.23898179915219
6122,"Iran, Islamic Rep.",IRN,2006,6.97537644625792,-78.8285575537384,2557.76384514745,98.8111357532398,1.39800000190735,9.51558655945347,,70554756.0,Middle East & North Africa,Lower middle income,180462404000.00012,178316951000.00015,2522864411.3620515,2527.355505275933,35.75753860394686
8667,Mexico,MEX,2009,4.34361243061799,-24.7480112124295,1599.51671063545,90.5794907288493,9.16919994354248,3.27215933683401,,112463886.0,Latin America & Caribbean,Upper middle income,179887865000.00024,162941512000.00015,16494278016.019794,1448.8340906164326,146.6628853285382
6059,Indonesia,IDN,2005,4.86449491156237,-55.914624816494,794.410007627929,64.9962452984458,41.5732002258301,6.79049035784211,,226289468.0,East Asia & Pacific,Lower middle income,179766618000.0,116841552000.00002,74734736040.34314,516.3366772332506,330.2616630851911
8666,Mexico,MEX,2008,4.13422558918054,-26.9189418257342,1621.26496427316,89.6952919944448,9.77029991149902,5.23815920211295,,110815272.0,Latin America & Caribbean,Upper middle income,179660918000.00052,161147385000.00052,17553410512.35238,1454.198343708442,158.40244936954517
14128,United Kingdom,GBR,2014,3.06887818214771,39.6746318060831,2777.31098667728,82.7165784999401,7.36040019989014,0.508488547078489,,64602298.0,Europe & Central Asia,High income,179420671999.9997,148410640999.9998,13206079500.53221,2297.2966224823736,204.42120341496536
8663,Mexico,MEX,2005,4.51428861231733,-44.9593107980759,1685.09973741948,88.6381756796909,10.3066997528076,4.67409297281022,,106005199.0,Latin America & Caribbean,Upper middle income,178629332999.99973,158333781999.99982,18410789022.752834,1493.6416656318888,173.67817047117506
1525,Brazil,BRA,1997,3.94084953998611,29.1675362681671,1066.18695139257,56.681184017131,43.7251083730704,0.404454758882689,,167209046.0,Latin America & Caribbean,Upper middle income,178276103000.00003,101049006000.00002,77951419240.03662,604.3273878854617,466.19139995593673
6058,Indonesia,IDN,2004,5.05196547272123,-50.1742911075702,791.090848617215,64.3164471823184,41.4551010131836,5.42877546989635,,223285666.0,East Asia & Pacific,Lower middle income,176639247000.00003,113608087999.99995,73225978272.7769,508.80152781504546,327.94751040031787
8668,Mexico,MEX,2010,4.01469964528282,-22.6978878924087,1531.75696789919,90.4950889745985,9.36069965362549,3.8499625531616,,114092961.0,Latin America & Caribbean,Upper middle income,174762688000.00052,158151650000.00046,16359010330.282644,1386.1648309749842,143.3831691885238
6374,Italy,ITA,2010,3.43437098196747,81.0026718172754,2930.58852412547,84.6287740206212,12.7934999465942,0.0861528757079647,,59277417.0,Europe & Central Asia,High income,173717718000.00006,147015175000.00003,22224576159.55467,2480.121139556402,374.92484126888775
6366,Italy,ITA,2002,3.46387707556309,83.7003423076947,3037.2669647055,91.0358673382802,5.59619998931885,0.0693765007255232,,57059007.0,Europe & Central Asia,High income,173303436999.99988,157768286999.99988,9698406922.883194,2765.002324698709,169.97153355443416
6859,"Korea, Rep.",KOR,1999,8.07359349038031,82.2780058152609,3708.70521294343,83.5946000333755,0.78712686156931,0.0068666773470058,,46616677.0,East Asia & Pacific,High income,172887513000.0001,144524625000.00015,1360844055.1221335,3100.277289177008,29.192214947499014
6121,"Iran, Islamic Rep.",IRN,2005,7.05480557026016,-79.9108709990956,2475.08779987255,98.8900532883556,1.40059995651245,10.0521089494946,,69762345.0,Middle East & North Africa,Lower middle income,172667928999.9998,170751406999.99982,2418386938.4849453,2447.615644227553,34.66607864865989
6365,Italy,ITA,2001,3.44831648445109,84.4230696083365,3020.62119454278,91.4034247883699,5.38180017471313,0.076030752742826,,56974100.0,Europe & Central Asia,High income,172097173999.9998,157302710999.99988,9261926011.008348,2760.95122169547,162.56379672532518
6364,Italy,ITA,2000,3.49767220852059,83.5770384679968,3012.19499987601,91.7300953931907,5.11889982223511,0.0675295277605922,,56942108.0,Europe & Central Asia,High income,171520732999.99976,157336131999.9997,8779974496.633345,2763.089346815185,154.19124449402796
6857,"Korea, Rep.",KOR,1997,8.3483209422122,86.1420242069439,3726.15776616316,87.564120738008,0.676453174140543,0.0054474675280433,,45953580.0,East Asia & Pacific,High income,171230289000.00006,149936297000.0001,1158292725.0305254,3262.777285251771,25.205712482695045
1524,Brazil,BRA,1996,3.87778538947218,30.099616182298,1030.668072487,56.2674339252454,44.5328823904229,0.46035012739134,,164614682.0,Latin America & Caribbean,Upper middle income,169663097000.00046,95465071000.00027,75555867446.95932,579.9304766752231,458.98620055627435
6373,Italy,ITA,2009,3.40949303056787,81.3307662429071,2869.92071205584,84.8513256669208,12.5392999649048,0.0685119293305311,,59095365.0,Europe & Central Asia,High income,169599011999.99976,143907009999.99988,21266528852.194855,2435.1657697689134,359.86796683961353
6363,Italy,ITA,1999,3.5597330299476,82.639022489153,2957.31148591361,91.8413718480898,5.02245978426758,0.0216214393597052,,56916317.0,Europe & Central Asia,High income,168319278000.00006,154586734000.0001,8453768046.719552,2716.0354384841885,148.52978007553705
6375,Italy,ITA,2011,3.30129076178886,80.9821353995273,2828.40489139601,84.4647972084689,11.9040002822876,0.12704137018913,,59379449.0,Europe & Central Asia,High income,167949123999.9999,141857886999.99988,19992664195.05954,2389.0064557520545,336.6933262560173
8662,Mexico,MEX,2004,4.35192790635101,-52.0350665563957,1599.1612165205,88.7601843643367,10.2142000198364,3.50789113858417,,104514934.0,Latin America & Caribbean,Upper middle income,167136228999.99976,148350424999.99976,17071628735.671785,1419.4184440665651,163.34152529505292
13984,Ukraine,UKR,1994,23.3207341753479,47.265060834324,3192.71498842481,88.1469104778716,1.1050195126379,,,51921400.0,Europe & Central Asia,Lower middle income,165770231999.99994,146121338000.0,1831793409.7451158,2814.279622660406,35.280123605009024
6362,Italy,ITA,1998,3.56042628192269,81.7286017337053,2912.94736525428,92.2858909543463,4.75762543217441,0.0127521854998772,,56906744.0,Europe & Central Asia,High income,165766349999.99982,152978952999.99988,7886542025.587236,2688.2394290560687,138.58712467519206
6057,Indonesia,IDN,2003,4.97744357298333,-53.9882909101057,752.112878959136,62.4420226939689,43.0,4.14326808008433,,220309473.0,East Asia & Pacific,Lower middle income,165697592000.00003,103464928000.00002,71249964560.00002,469.6344945639266,323.40853795242845
8661,Mexico,MEX,2003,4.48997269909971,-52.0461980363904,1603.9374852907,88.878887676593,10.1701002120972,2.90055901620006,,103081020.0,Latin America & Caribbean,Upper middle income,165335512000.00034,146948364000.00024,16814787256.584026,1425.5617959542915,163.12204959345596
6056,Indonesia,IDN,2002,5.20061505910441,-50.286293134744,760.16772621768,62.5492538730196,44.657600402832,4.36891887898759,,217357790.0,East Asia & Pacific,Lower middle income,165228376999.99997,103349116999.99991,73787028352.74477,475.4792409326572,339.4726655655855
13985,Ukraine,UKR,1995,26.2289244630115,50.1452407582096,3177.78249289497,88.0186973361442,0.976939547570397,0.646099602480022,,51512800.0,Europe & Central Asia,Lower middle income,163696474000.0,144083503999.99997,1599215592.4842925,2797.0427544222016,31.045013908859406
6376,Italy,ITA,2012,3.26278347669821,78.3338476613038,2709.29772810307,82.2013557429068,14.390700340271,0.139285863703525,,59539717.0,Europe & Central Asia,High income,161310819999.99973,132599680999.99982,23213756722.6339,2227.0794636124965,389.8869173770829
6361,Italy,ITA,1997,3.51939810474354,81.1459930992474,2834.4029460732,92.4434641764684,4.83141976728715,0.0410138165223759,,56890372.0,Europe & Central Asia,High income,161250238000.00027,149065306000.00027,7790675873.529589,2620.2202720699433,136.9419042211499
1523,Brazil,BRA,1995,3.76322887346385,30.4416803054844,994.289849192527,54.6082522090682,46.1343566508084,0.361906828771329,,162019889.0,Latin America & Caribbean,Upper middle income,161094730999.99997,87971016999.99995,74320017745.2004,542.9643085362189,458.7092251692653
6055,Indonesia,IDN,2001,5.24005907877658,-51.8184045011989,742.970692568006,61.4567561997716,44.3289985656738,5.59451706285112,,214427419.0,East Asia & Pacific,Lower middle income,159313288000.0,97908778999.99998,70621985152.44777,456.605687167274,329.35146765184805
6359,Italy,ITA,1995,3.58233166833718,81.5123078720173,2799.37576154289,93.0246520668659,4.46227833744118,0.0333027676774486,,56844303.0,Europe & Central Asia,High income,159128563999.9998,148028792999.99982,7100759440.053215,2604.1095622194507,124.91593819090745
6360,Italy,ITA,1996,3.53375844904063,80.9609613285211,2796.15473585155,92.6146554090799,4.74891389547652,0.0411280037967598,,56860281.0,Europe & Central Asia,High income,158990143999.9999,147248173999.99985,7550305040.854125,2589.6490733135815,132.78698078987907
6856,"Korea, Rep.",KOR,1996,8.11043944300803,85.7011988689173,3454.85485115206,87.0688775734844,0.608638119605653,0.0058602797934743,,45524681.0,East Asia & Pacific,High income,157281165000.0,136942945000.0,957273125.1498643,3008.103340691174,21.027563601156576
6858,"Korea, Rep.",KOR,1998,8.08421696777499,82.6810792266207,3377.63507431097,84.1519746753265,0.948920714404801,0.0122153844936916,,46286503.0,East Asia & Pacific,High income,156338915999.99994,131562284999.99992,1483532358.599921,2842.346612359113,32.05107887713879
8660,Mexico,MEX,2002,4.29831397951909,-51.7901614927083,1534.72176028259,88.5223925337417,10.6836996078491,1.76626954033229,,101684764.0,Latin America & Caribbean,Upper middle income,156057819999.99973,138146115999.99982,16672748703.357824,1358.5724209381044,163.96506268488585
1522,Brazil,BRA,1994,3.79938652970967,28.9519040420165,976.982177378311,53.2667289506374,48.3500085183815,0.463253595096754,,159432717.0,Latin America & Caribbean,Upper middle income,155762923000.00006,82969814000.00008,75311386538.98004,520.4064483201404,472.37096598548237
6054,Indonesia,IDN,2000,5.30629744186341,-52.5666611423003,735.913424135469,61.9522672519218,45.624698638916,7.51927971558232,,211513822.0,East Asia & Pacific,Lower middle income,155655861000.0001,96432334999.99998,71017517495.06003,455.9150512631745,335.75828200513547
6120,"Iran, Islamic Rep.",IRN,2004,6.62441888027701,-88.1052899706193,2256.46266837197,99.3323280457127,0.737600028514862,7.58490751325937,,68951279.0,Middle East & North Africa,Lower middle income,155585987000.00015,154547183000.00006,1147602284.4771307,2241.3968999762874,16.643669285338866
6377,Italy,ITA,2013,3.19857425031208,76.338774185009,2579.47254262663,79.9643345866816,16.3194999694824,0.123376539951864,,60233948.0,Europe & Central Asia,High income,155371815000.0002,124242038000.00012,25355903301.50929,2062.6580545575416,420.9570208067598
8659,Mexico,MEX,2001,4.28289776873679,-50.536122146559,1548.31615441928,88.2788562173749,11.3449001312256,1.63987618232094,,100298152.0,Latin America & Caribbean,Upper middle income,155293249000.00043,137091104000.00035,17617864009.58555,1366.8357917501844,175.65492143450007
6355,Italy,ITA,1991,3.55202547453945,82.6341212470324,2645.67323732766,92.8953720752908,4.66941317046864,0.0293856734987987,,56758521.0,Europe & Central Asia,High income,150164499999.99997,139495871000.00003,7011800940.368379,2457.707997711921,123.53741459134179
8658,Mexico,MEX,2000,4.11172867263701,-51.5396891328101,1516.6358551927,87.2495319862253,12.1682996749878,2.27558497047039,,98899845.0,Latin America & Caribbean,Upper middle income,149995051000.0005,130869980000.0004,18251847303.330845,1323.2576855909167,184.54879583816174
